account,symbol,execution_price,size,side,time,start_position,event,closedPnL,leverage
0x000000000000000000000000000000000000000b,ARB,1.1971,1.2603,BUY,2024-05-16 18:00:00,-0.0861,CLOSE,58.63,5
0x000000000000000000000000000000000000001d,DOGE,0.079,2.8029,SELL,2024-05-16 21:46:00,-3.2377,OPEN,0.0,5
0x0000000000000000000000000000000000000004,DOGE,0.0796,4.1373,BUY,2024-05-16 12:20:00,1.3892,LIQUIDATION,-532.57,3
0x000000000000000000000000000000000000000c,ARB,1.2181,16.1832,BUY,2024-05-16 16:58:00,-1.2761,OPEN,0.0,3
0x0000000000000000000000000000000000000028,SOL,102.5904,0.871,BUY,2024-05-16 20:14:00,1.1517,CLOSE,108.58,1
0x000000000000000000000000000000000000000c,BTC,45321.0519,13.0917,SELL,2024-05-16 13:02:00,3.0863,OPEN,0.0,2
0x000000000000000000000000000000000000000c,BTC,45923.546,0.4851,BUY,2024-05-16 19:59:00,-0.9194,OPEN,0.0,4
0x0000000000000000000000000000000000000008,BTC,44783.7688,1.1801,BUY,2024-05-16 23:54:00,1.8918,CLOSE,100.48,5
0x000000000000000000000000000000000000000f,ARB,1.1971,0.4033,SELL,2024-05-16 06:42:00,-1.2803,CLOSE,30.57,4
0x0000000000000000000000000000000000000004,ARB,1.1957,3.9709,SELL,2024-05-16 15:22:00,2.6046,OPEN,0.0,4
0x0000000000000000000000000000000000000025,DOGE,0.0774,0.6217,SELL,2024-05-16 23:06:00,-0.5907,CLOSE,-8.16,7
0x000000000000000000000000000000000000001d,ARB,1.1878,0.498,BUY,2024-05-16 16:39:00,2.2354,CLOSE,95.96,3
0x0000000000000000000000000000000000000023,ARB,1.2443,0.3453,BUY,2024-05-16 13:19:00,3.4331,LIQUIDATION,-27.89,1
0x0000000000000000000000000000000000000026,BTC,45620.5561,11.7449,SELL,2024-05-17 17:26:00,3.221,OPEN,0.0,4
0x000000000000000000000000000000000000001f,ARB,1.2195,7.2492,SELL,2024-05-17 06:29:00,0.0387,CLOSE,-359.95,3
0x000000000000000000000000000000000000000f,ARB,1.1993,3.6053,SELL,2024-05-17 17:04:00,3.3616,CLOSE,351.97,2
0x0000000000000000000000000000000000000019,DOGE,0.0824,6.0087,BUY,2024-05-17 09:25:00,-0.3264,OPEN,0.0,4
0x0000000000000000000000000000000000000024,SOL,104.3066,5.7492,BUY,2024-05-17 21:56:00,2.0201,CLOSE,-183.09,1
0x0000000000000000000000000000000000000003,ARB,1.213,2.4241,BUY,2024-05-17 10:47:00,1.5738,OPEN,0.0,3
0x000000000000000000000000000000000000001f,SOL,100.761,5.3897,BUY,2024-05-17 23:09:00,-4.1397,LIQUIDATION,-383.71,4
0x0000000000000000000000000000000000000025,ARB,1.1986,1.4729,BUY,2024-05-17 01:13:00,1.855,CLOSE,21.71,6
0x0000000000000000000000000000000000000021,ETH,2282.5086,0.4021,BUY,2024-05-17 23:33:00,-1.375,OPEN,0.0,2
0x000000000000000000000000000000000000000a,ARB,1.187,0.5833,BUY,2024-05-17 15:25:00,-1.2886,OPEN,0.0,4
0x000000000000000000000000000000000000000c,BTC,47115.7782,6.8092,SELL,2024-05-17 10:01:00,-3.1471,LIQUIDATION,-417.01,4
0x000000000000000000000000000000000000001a,ARB,1.2297,4.0055,SELL,2024-05-17 15:06:00,1.08,LIQUIDATION,-922.8,3
0x000000000000000000000000000000000000000e,BTC,44734.401,1.4358,BUY,2024-05-17 19:42:00,0.0282,CLOSE,69.48,3
0x0000000000000000000000000000000000000003,ETH,2431.365,2.8989,SELL,2024-05-17 18:52:00,-0.703,CLOSE,419.11,4
0x0000000000000000000000000000000000000001,DOGE,0.0799,0.8361,SELL,2024-05-18 13:04:00,1.211,CLOSE,-24.3,3
0x0000000000000000000000000000000000000018,ETH,2392.396,2.7823,SELL,2024-05-18 23:18:00,1.878,OPEN,0.0,4
0x000000000000000000000000000000000000001f,ARB,1.2528,2.4894,BUY,2024-05-18 13:24:00,-0.0596,CLOSE,-372.01,5
0x000000000000000000000000000000000000001a,BTC,45265.6139,3.338,BUY,2024-05-18 21:03:00,2.1478,LIQUIDATION,-343.44,4
0x0000000000000000000000000000000000000017,ETH,2324.0008,1.0965,BUY,2024-05-18 13:43:00,1.4181,CLOSE,-42.69,2
0x000000000000000000000000000000000000001b,SOL,99.6843,0.4819,SELL,2024-05-18 06:12:00,0.1722,CLOSE,55.69,1
0x0000000000000000000000000000000000000021,BTC,44521.9092,4.233,SELL,2024-05-18 02:23:00,-1.1223,OPEN,0.0,2
0x0000000000000000000000000000000000000019,BTC,44060.7899,0.7678,SELL,2024-05-18 03:42:00,3.1569,LIQUIDATION,-55.07,3
0x000000000000000000000000000000000000001a,ETH,2386.3737,1.4763,BUY,2024-05-18 00:13:00,-0.4301,OPEN,0.0,3
0x0000000000000000000000000000000000000018,ETH,2420.1125,4.8171,SELL,2024-05-18 06:03:00,-2.8042,CLOSE,-325.12,4
0x000000000000000000000000000000000000000a,DOGE,0.0761,2.7091,SELL,2024-05-18 14:19:00,0.9113,OPEN,0.0,3
0x0000000000000000000000000000000000000001,ARB,1.1843,1.5264,SELL,2024-05-19 18:18:00,1.549,OPEN,0.0,1
0x000000000000000000000000000000000000001f,BTC,45645.7775,0.5012,BUY,2024-05-19 19:54:00,-3.8078,CLOSE,-5.58,3
0x0000000000000000000000000000000000000020,SOL,97.9518,2.0602,SELL,2024-05-19 13:29:00,1.294,OPEN,0.0,6
0x000000000000000000000000000000000000001e,DOGE,0.0793,3.9953,BUY,2024-05-19 19:46:00,3.9604,OPEN,0.0,2
0x0000000000000000000000000000000000000013,BTC,44734.7635,0.549,SELL,2024-05-19 23:02:00,1.538,OPEN,0.0,3
0x000000000000000000000000000000000000001f,DOGE,0.0767,4.7277,BUY,2024-05-19 13:25:00,-2.69,LIQUIDATION,-264.03,3
0x0000000000000000000000000000000000000012,SOL,97.455,0.234,SELL,2024-05-19 17:53:00,-2.4916,LIQUIDATION,-33.93,5
0x000000000000000000000000000000000000000b,SOL,96.8299,0.1351,SELL,2024-05-19 14:42:00,-2.0553,OPEN,0.0,9
0x000000000000000000000000000000000000000a,ETH,2400.4065,12.3603,SELL,2024-05-19 11:58:00,2.5414,CLOSE,-12.74,4
0x0000000000000000000000000000000000000008,ARB,1.1979,0.8441,SELL,2024-05-19 17:07:00,-0.8643,OPEN,0.0,4
0x000000000000000000000000000000000000000c,SOL,100.2432,2.4593,SELL,2024-05-19 07:56:00,-2.5802,CLOSE,309.31,8
0x0000000000000000000000000000000000000015,SOL,97.734,1.6825,SELL,2024-05-19 15:04:00,-0.1499,CLOSE,-110.52,7
0x000000000000000000000000000000000000001b,ARB,1.1998,0.7579,SELL,2024-05-19 09:46:00,-1.084,CLOSE,-94.03,4
0x0000000000000000000000000000000000000025,BTC,45433.0319,1.4608,SELL,2024-05-19 01:38:00,-1.5872,CLOSE,-78.9,2
0x0000000000000000000000000000000000000002,ETH,2415.2284,3.2025,SELL,2024-05-19 11:43:00,-0.083,CLOSE,-76.27,2
0x0000000000000000000000000000000000000001,DOGE,0.0796,2.4881,SELL,2024-05-19 09:47:00,1.4654,OPEN,0.0,3
0x0000000000000000000000000000000000000022,ARB,1.1788,2.7883,SELL,2024-05-20 10:10:00,-4.3122,CLOSE,-33.42,1
0x000000000000000000000000000000000000001b,ETH,2354.2644,4.4517,SELL,2024-05-20 02:53:00,0.6003,OPEN,0.0,4
0x000000000000000000000000000000000000000f,DOGE,0.0817,0.4856,BUY,2024-05-20 04:53:00,-2.5636,CLOSE,-26.53,3
0x0000000000000000000000000000000000000021,SOL,100.1211,0.1115,SELL,2024-05-20 04:00:00,3.0587,CLOSE,-2.83,6
0x0000000000000000000000000000000000000005,DOGE,0.0807,0.5916,SELL,2024-05-20 05:34:00,2.0108,CLOSE,28.9,7
0x0000000000000000000000000000000000000010,DOGE,0.0778,3.8323,SELL,2024-05-20 06:06:00,0.3977,CLOSE,333.93,6
0x0000000000000000000000000000000000000027,ETH,2522.2014,1.576,SELL,2024-05-20 11:38:00,0.7921,OPEN,0.0,5
0x000000000000000000000000000000000000001c,BTC,44018.087,1.7156,SELL,2024-05-20 08:30:00,1.4034,LIQUIDATION,-108.13,3
0x0000000000000000000000000000000000000027,DOGE,0.0802,3.1044,SELL,2024-05-20 04:51:00,0.4277,CLOSE,-241.17,2
0x0000000000000000000000000000000000000019,ARB,1.2225,0.9902,SELL,2024-05-20 02:29:00,-1.1586,LIQUIDATION,-76.96,3
0x0000000000000000000000000000000000000013,ETH,2387.6504,5.9126,BUY,2024-05-20 01:55:00,2.6239,CLOSE,-504.02,6
0x0000000000000000000000000000000000000024,ETH,2341.3336,0.9101,BUY,2024-05-20 06:15:00,0.9551,CLOSE,34.22,10
0x000000000000000000000000000000000000001f,DOGE,0.0815,0.5335,SELL,2024-05-20 20:39:00,-2.6899,CLOSE,-21.27,2
0x0000000000000000000000000000000000000010,DOGE,0.0798,9.6513,BUY,2024-05-20 16:25:00,-0.2658,LIQUIDATION,-565.49,2
0x000000000000000000000000000000000000000b,SOL,100.9555,0.8854,SELL,2024-05-20 21:39:00,0.2181,OPEN,0.0,3
0x0000000000000000000000000000000000000027,ETH,2431.8342,0.4384,BUY,2024-05-21 10:58:00,-1.1488,OPEN,0.0,4
0x0000000000000000000000000000000000000026,ETH,2451.0135,0.3253,SELL,2024-05-21 10:10:00,2.4517,CLOSE,-32.16,4
0x0000000000000000000000000000000000000026,BTC,45225.3588,4.4431,SELL,2024-05-21 14:46:00,0.0458,OPEN,0.0,5
0x0000000000000000000000000000000000000009,DOGE,0.0815,2.2269,SELL,2024-05-21 11:34:00,-0.9347,CLOSE,88.44,5
0x0000000000000000000000000000000000000001,BTC,44015.1223,4.3613,SELL,2024-05-21 05:19:00,-0.4495,CLOSE,-316.27,5
0x000000000000000000000000000000000000000b,ARB,1.2549,3.2434,SELL,2024-05-21 20:50:00,-1.0574,CLOSE,249.02,5
0x000000000000000000000000000000000000001c,SOL,101.1742,0.8974,SELL,2024-05-21 05:24:00,-0.1387,CLOSE,98.5,4
0x0000000000000000000000000000000000000027,SOL,101.3891,1.3018,SELL,2024-05-21 14:17:00,1.0792,CLOSE,-69.21,6
0x0000000000000000000000000000000000000012,DOGE,0.0779,0.7476,SELL,2024-05-21 07:10:00,0.9373,CLOSE,-11.31,4
0x0000000000000000000000000000000000000019,BTC,43402.9264,1.1482,SELL,2024-05-21 17:22:00,-2.7607,CLOSE,0.23,5
0x000000000000000000000000000000000000001a,SOL,99.17,0.9734,BUY,2024-05-21 09:39:00,0.7426,CLOSE,-91.71,5
0x0000000000000000000000000000000000000020,DOGE,0.0766,1.5681,BUY,2024-05-21 12:20:00,0.1548,OPEN,0.0,3
0x0000000000000000000000000000000000000016,SOL,99.3986,1.0617,BUY,2024-05-21 19:28:00,0.5651,CLOSE,35.46,3
0x0000000000000000000000000000000000000021,SOL,99.6041,0.9133,SELL,2024-05-22 21:45:00,-1.5995,OPEN,0.0,3
0x0000000000000000000000000000000000000015,DOGE,0.0794,1.4116,SELL,2024-05-22 05:47:00,0.2001,OPEN,0.0,4
0x0000000000000000000000000000000000000027,DOGE,0.079,7.1615,BUY,2024-05-22 13:25:00,-0.0796,CLOSE,74.72,1
0x0000000000000000000000000000000000000016,ETH,2459.1864,0.207,BUY,2024-05-22 19:41:00,-0.1006,CLOSE,-36.07,4
0x000000000000000000000000000000000000000f,SOL,100.3932,0.639,SELL,2024-05-22 23:13:00,4.2287,LIQUIDATION,-93.47,2
0x0000000000000000000000000000000000000004,BTC,44807.3436,29.4712,BUY,2024-05-22 18:33:00,-1.8943,CLOSE,-1068.13,4
0x0000000000000000000000000000000000000017,ETH,2418.7719,1.2815,BUY,2024-05-22 04:09:00,1.5882,OPEN,0.0,7
0x0000000000000000000000000000000000000027,BTC,44826.7924,0.7661,SELL,2024-05-22 16:41:00,0.0701,OPEN,0.0,3
0x0000000000000000000000000000000000000005,SOL,99.6281,0.9563,BUY,2024-05-22 22:54:00,0.0954,CLOSE,-8.26,5
0x0000000000000000000000000000000000000008,DOGE,0.078,5.8663,SELL,2024-05-22 17:45:00,-0.3132,LIQUIDATION,-670.73,6
0x0000000000000000000000000000000000000007,DOGE,0.0808,4.8097,BUY,2024-05-22 03:00:00,0.3473,OPEN,0.0,6
0x0000000000000000000000000000000000000006,ETH,2400.2015,0.8463,BUY,2024-05-22 18:12:00,-0.111,CLOSE,25.43,2
0x000000000000000000000000000000000000001b,BTC,44757.5816,2.0385,SELL,2024-05-22 00:40:00,2.984,CLOSE,-219.64,2
0x0000000000000000000000000000000000000027,ETH,2438.4368,0.4077,BUY,2024-05-23 15:15:00,2.9849,LIQUIDATION,-44.91,2
0x0000000000000000000000000000000000000002,SOL,102.1282,0.6985,BUY,2024-05-23 21:28:00,2.1777,OPEN,0.0,3
0x000000000000000000000000000000000000000b,ETH,2384.7514,1.1055,BUY,2024-05-23 23:00:00,1.5557,OPEN,0.0,9
0x000000000000000000000000000000000000000b,ETH,2453.9311,0.8897,BUY,2024-05-23 03:31:00,1.2338,LIQUIDATION,-49.48,5
0x0000000000000000000000000000000000000023,SOL,98.8116,5.9106,BUY,2024-05-23 22:52:00,-0.8299,OPEN,0.0,4
0x0000000000000000000000000000000000000026,BTC,45627.1326,2.5147,BUY,2024-05-23 14:33:00,-0.1247,OPEN,0.0,3
0x0000000000000000000000000000000000000013,ARB,1.2524,4.6514,SELL,2024-05-23 07:55:00,0.7194,CLOSE,-477.84,4
0x000000000000000000000000000000000000000d,ETH,2440.7357,28.0745,BUY,2024-05-23 16:48:00,3.3326,CLOSE,-1066.16,5
0x000000000000000000000000000000000000000b,ETH,2454.9571,0.9736,BUY,2024-05-23 23:04:00,-2.4986,OPEN,0.0,2
0x0000000000000000000000000000000000000004,SOL,98.483,5.8713,SELL,2024-05-23 17:57:00,-0.4847,CLOSE,212.41,3
0x0000000000000000000000000000000000000005,DOGE,0.0766,0.3268,SELL,2024-05-24 19:33:00,0.5201,OPEN,0.0,1
0x000000000000000000000000000000000000001a,BTC,45218.3859,0.4832,SELL,2024-05-24 16:17:00,-1.7516,OPEN,0.0,6
0x000000000000000000000000000000000000000a,SOL,101.1383,0.4848,BUY,2024-05-24 18:39:00,-3.3769,OPEN,0.0,3
0x000000000000000000000000000000000000000d,SOL,98.5367,0.3405,BUY,2024-05-24 16:36:00,-2.078,OPEN,0.0,5
0x0000000000000000000000000000000000000004,DOGE,0.0797,0.8783,BUY,2024-05-24 05:26:00,1.6937,OPEN,0.0,4
0x0000000000000000000000000000000000000005,DOGE,0.0805,0.5505,SELL,2024-05-24 03:06:00,-1.5334,CLOSE,54.51,5
0x0000000000000000000000000000000000000023,ARB,1.2508,0.2928,SELL,2024-05-24 03:20:00,-0.9489,OPEN,0.0,4
0x000000000000000000000000000000000000001b,ETH,2502.3163,4.1066,BUY,2024-05-24 01:56:00,-0.0327,OPEN,0.0,5
0x0000000000000000000000000000000000000026,ARB,1.1739,1.6334,SELL,2024-05-25 14:08:00,3.9659,CLOSE,-28.74,7
0x0000000000000000000000000000000000000006,ETH,2416.5755,15.3555,BUY,2024-05-25 12:11:00,-0.7821,CLOSE,-1016.38,4
0x000000000000000000000000000000000000001b,BTC,43260.5927,0.244,SELL,2024-05-25 04:36:00,2.287,CLOSE,-5.08,3
0x0000000000000000000000000000000000000007,DOGE,0.0781,0.67,SELL,2024-05-25 19:52:00,1.7501,OPEN,0.0,3
0x0000000000000000000000000000000000000026,SOL,99.2086,2.6797,BUY,2024-05-25 08:41:00,-1.2834,CLOSE,-298.62,4
0x0000000000000000000000000000000000000002,ETH,2401.4642,0.8647,BUY,2024-05-25 06:52:00,0.7916,CLOSE,13.5,3
0x0000000000000000000000000000000000000006,ETH,2391.2374,10.0914,SELL,2024-05-25 21:18:00,0.142,CLOSE,210.51,8
0x0000000000000000000000000000000000000015,ARB,1.1551,1.8488,BUY,2024-05-25 12:54:00,1.3204,LIQUIDATION,-263.69,5
0x0000000000000000000000000000000000000026,DOGE,0.0801,0.7353,SELL,2024-05-26 18:08:00,0.6006,OPEN,0.0,6
0x000000000000000000000000000000000000000a,BTC,46479.4355,3.5749,SELL,2024-05-26 04:21:00,-1.9234,CLOSE,-203.79,3
0x0000000000000000000000000000000000000012,SOL,98.5784,3.5038,SELL,2024-05-26 22:13:00,3.8639,CLOSE,39.46,5
0x0000000000000000000000000000000000000017,BTC,44096.6468,3.0725,SELL,2024-05-26 11:23:00,-2.7889,OPEN,0.0,3
0x0000000000000000000000000000000000000001,ARB,1.2274,3.1275,BUY,2024-05-26 17:20:00,2.3182,OPEN,0.0,5
0x000000000000000000000000000000000000000a,DOGE,0.0807,6.5788,SELL,2024-05-26 11:13:00,0.5697,CLOSE,-662.57,8
0x0000000000000000000000000000000000000009,ARB,1.1785,3.06,BUY,2024-05-26 04:39:00,1.3147,OPEN,0.0,6
0x0000000000000000000000000000000000000016,BTC,45076.5631,1.9929,SELL,2024-05-26 07:17:00,0.034,CLOSE,270.02,3
0x0000000000000000000000000000000000000027,ARB,1.2206,14.4107,BUY,2024-05-26 05:38:00,1.8018,CLOSE,1155.85,3
0x0000000000000000000000000000000000000011,ARB,1.1974,7.6836,BUY,2024-05-26 14:34:00,3.1252,CLOSE,-271.2,4
0x0000000000000000000000000000000000000006,ARB,1.2163,2.8663,BUY,2024-05-26 19:36:00,-1.6559,CLOSE,-259.09,5
0x0000000000000000000000000000000000000017,ETH,2356.0677,0.7351,SELL,2024-05-26 05:06:00,0.632,CLOSE,-54.93,5
0x0000000000000000000000000000000000000007,ARB,1.2236,1.6507,BUY,2024-05-26 13:51:00,-0.9543,CLOSE,-11.89,5
0x0000000000000000000000000000000000000006,ARB,1.2047,3.337,SELL,2024-05-26 11:48:00,-0.1276,OPEN,0.0,5
0x0000000000000000000000000000000000000022,SOL,101.3618,1.7992,BUY,2024-05-27 16:49:00,-0.3907,CLOSE,-39.32,2
0x0000000000000000000000000000000000000004,ETH,2456.6749,4.5686,BUY,2024-05-27 16:58:00,2.9772,CLOSE,262.25,3
0x0000000000000000000000000000000000000003,ARB,1.2043,6.5727,SELL,2024-05-27 03:03:00,0.5184,CLOSE,1091.84,7
0x000000000000000000000000000000000000001d,SOL,100.0494,1.3069,SELL,2024-05-27 20:05:00,-0.0799,CLOSE,101.63,2
0x0000000000000000000000000000000000000021,BTC,44474.0255,4.8671,SELL,2024-05-27 09:29:00,0.2979,CLOSE,380.21,4
0x0000000000000000000000000000000000000002,ETH,2316.5144,1.852,BUY,2024-05-27 19:46:00,1.9145,CLOSE,-213.66,5
0x0000000000000000000000000000000000000008,DOGE,0.0823,2.747,BUY,2024-05-27 17:05:00,1.046,CLOSE,269.7,3
0x000000000000000000000000000000000000001e,ETH,2326.6341,0.6237,SELL,2024-05-27 10:09:00,-0.426,OPEN,0.0,3
0x000000000000000000000000000000000000000c,DOGE,0.0789,2.5876,SELL,2024-05-27 02:30:00,-1.0987,OPEN,0.0,5
0x000000000000000000000000000000000000001c,BTC,44354.2922,1.4326,SELL,2024-05-27 11:57:00,0.2815,OPEN,0.0,3
0x0000000000000000000000000000000000000011,SOL,96.5302,0.6588,BUY,2024-05-27 10:29:00,2.3997,LIQUIDATION,-78.73,4
0x0000000000000000000000000000000000000028,SOL,99.4124,0.5799,BUY,2024-05-27 10:12:00,-1.4785,CLOSE,48.01,3
0x0000000000000000000000000000000000000018,DOGE,0.0803,0.8355,SELL,2024-05-27 22:58:00,-0.2546,LIQUIDATION,-72.73,4
0x0000000000000000000000000000000000000013,ARB,1.262,4.4652,SELL,2024-05-27 01:27:00,-1.3275,OPEN,0.0,3
0x0000000000000000000000000000000000000012,ARB,1.2123,9.3567,BUY,2024-05-27 22:12:00,-2.5644,CLOSE,-63.54,4
0x0000000000000000000000000000000000000024,SOL,100.8625,0.947,BUY,2024-05-28 01:07:00,-4.2209,OPEN,0.0,7
0x0000000000000000000000000000000000000027,BTC,45036.7893,0.3131,BUY,2024-05-28 13:54:00,1.8827,OPEN,0.0,4
0x000000000000000000000000000000000000000b,DOGE,0.0809,8.1643,BUY,2024-05-28 00:44:00,2.0733,OPEN,0.0,3
0x0000000000000000000000000000000000000001,SOL,101.6889,3.7081,SELL,2024-05-28 02:00:00,-0.1568,OPEN,0.0,8
0x0000000000000000000000000000000000000013,SOL,101.228,1.3065,SELL,2024-05-28 04:36:00,1.525,CLOSE,47.79,2
0x0000000000000000000000000000000000000011,DOGE,0.0825,2.0716,SELL,2024-05-28 08:57:00,-1.0733,LIQUIDATION,-296.2,3
0x000000000000000000000000000000000000000d,SOL,98.7523,0.3634,BUY,2024-05-28 14:11:00,-1.4417,OPEN,0.0,2
0x000000000000000000000000000000000000001b,ARB,1.214,0.5309,BUY,2024-05-28 17:21:00,-1.3013,OPEN,0.0,3
0x000000000000000000000000000000000000001b,ARB,1.2376,1.0889,BUY,2024-05-28 03:07:00,-0.3303,CLOSE,-56.55,3
0x0000000000000000000000000000000000000027,ETH,2473.7432,0.6418,BUY,2024-05-28 06:43:00,-2.5636,OPEN,0.0,2
0x0000000000000000000000000000000000000021,SOL,98.2652,1.0568,BUY,2024-05-28 07:07:00,-3.3453,OPEN,0.0,6
0x0000000000000000000000000000000000000017,BTC,45052.2363,0.7449,BUY,2024-05-28 02:36:00,-1.3526,CLOSE,-21.19,7
0x000000000000000000000000000000000000001a,ETH,2279.1842,1.0517,BUY,2024-05-28 12:53:00,2.2496,OPEN,0.0,7
0x0000000000000000000000000000000000000006,ARB,1.1835,1.8161,BUY,2024-05-28 00:01:00,0.3036,CLOSE,215.27,6
0x0000000000000000000000000000000000000021,DOGE,0.0776,8.5926,SELL,2024-05-28 03:20:00,-0.4455,CLOSE,8.63,5
0x000000000000000000000000000000000000000e,SOL,99.8325,1.7663,SELL,2024-05-29 19:07:00,-1.0926,CLOSE,-10.53,2
0x0000000000000000000000000000000000000014,ARB,1.2043,3.4494,BUY,2024-05-29 03:53:00,-0.7072,CLOSE,-47.92,6
0x0000000000000000000000000000000000000010,ETH,2413.9472,6.7383,SELL,2024-05-29 18:43:00,0.2544,CLOSE,-145.8,3
0x0000000000000000000000000000000000000004,BTC,44751.7134,1.3256,SELL,2024-05-29 21:39:00,-1.9648,CLOSE,-60.28,2
0x0000000000000000000000000000000000000018,ETH,2429.0485,0.2952,SELL,2024-05-29 15:19:00,-1.3302,OPEN,0.0,3
0x000000000000000000000000000000000000000e,ARB,1.2323,0.3174,SELL,2024-05-29 16:47:00,2.2534,CLOSE,14.85,4
0x0000000000000000000000000000000000000005,DOGE,0.0776,6.8991,SELL,2024-05-29 03:36:00,-2.1204,CLOSE,1320.06,4
0x0000000000000000000000000000000000000013,BTC,44145.7986,0.5961,SELL,2024-05-29 06:41:00,0.6184,OPEN,0.0,5
0x000000000000000000000000000000000000001b,BTC,45563.0606,0.6653,SELL,2024-05-29 19:22:00,2.6638,CLOSE,133.71,2
0x0000000000000000000000000000000000000005,BTC,45851.0144,0.3728,BUY,2024-05-29 11:47:00,2.9888,OPEN,0.0,5
0x000000000000000000000000000000000000000e,ARB,1.2176,11.3312,SELL,2024-05-29 14:11:00,0.5575,CLOSE,-922.72,2
0x0000000000000000000000000000000000000022,ARB,1.2345,1.3571,SELL,2024-05-29 04:08:00,1.0998,LIQUIDATION,-258.27,4
0x000000000000000000000000000000000000000b,BTC,44409.7824,3.0109,BUY,2024-05-29 17:20:00,2.5081,OPEN,0.0,3
0x0000000000000000000000000000000000000021,SOL,101.8306,1.5498,SELL,2024-05-29 12:33:00,2.0973,CLOSE,23.75,7
0x0000000000000000000000000000000000000016,BTC,45520.5889,2.3858,SELL,2024-05-29 23:17:00,-1.9134,OPEN,0.0,4
0x0000000000000000000000000000000000000004,ARB,1.2139,3.0639,BUY,2024-05-29 11:26:00,0.1984,LIQUIDATION,-192.51,5
0x000000000000000000000000000000000000000a,SOL,101.7759,7.5126,SELL,2024-05-29 11:26:00,0.0946,CLOSE,39.86,4
0x0000000000000000000000000000000000000017,BTC,45046.5743,1.0483,SELL,2024-05-29 18:27:00,-0.0418,OPEN,0.0,2
0x0000000000000000000000000000000000000006,SOL,99.3092,3.3708,BUY,2024-05-29 03:11:00,-4.6993,CLOSE,19.14,3
0x000000000000000000000000000000000000000d,ARB,1.2174,11.324,BUY,2024-05-30 05:13:00,-1.9533,CLOSE,1096.97,6
0x0000000000000000000000000000000000000028,ETH,2457.3143,2.6058,BUY,2024-05-30 22:16:00,2.3235,OPEN,0.0,8
0x0000000000000000000000000000000000000017,ETH,2412.095,3.6059,BUY,2024-05-30 11:40:00,-2.7355,CLOSE,-334.28,2
0x000000000000000000000000000000000000000e,ARB,1.1581,4.488,SELL,2024-05-30 10:50:00,-0.3983,OPEN,0.0,3
0x000000000000000000000000000000000000001e,ETH,2441.6352,11.4143,SELL,2024-05-30 11:57:00,-0.1233,OPEN,0.0,3
0x000000000000000000000000000000000000001c,BTC,44873.3784,2.9554,SELL,2024-05-30 07:33:00,-0.9157,CLOSE,-255.52,3
0x0000000000000000000000000000000000000019,SOL,98.7435,7.0958,SELL,2024-05-30 21:43:00,1.0087,LIQUIDATION,-1110.95,5
0x0000000000000000000000000000000000000018,ARB,1.1693,2.2403,BUY,2024-05-30 22:38:00,2.4321,CLOSE,-366.29,5
0x000000000000000000000000000000000000001d,SOL,98.506,1.2127,BUY,2024-05-30 05:58:00,2.2589,OPEN,0.0,6
0x0000000000000000000000000000000000000008,DOGE,0.0812,2.3734,BUY,2024-05-30 02:47:00,1.1614,CLOSE,116.3,2
0x0000000000000000000000000000000000000014,BTC,46126.1493,1.5981,SELL,2024-05-30 11:52:00,0.286,CLOSE,-41.17,6
0x000000000000000000000000000000000000000b,ETH,2330.36,0.5294,BUY,2024-05-30 19:46:00,-3.2818,CLOSE,-76.6,3
0x000000000000000000000000000000000000001e,ETH,2392.257,0.2662,SELL,2024-05-30 21:25:00,0.488,OPEN,0.0,4
0x0000000000000000000000000000000000000003,ARB,1.1877,5.2809,BUY,2024-05-30 16:37:00,-1.8023,OPEN,0.0,8
0x000000000000000000000000000000000000000e,ETH,2354.2069,1.0087,BUY,2024-05-30 21:06:00,-1.4232,OPEN,0.0,6
0x0000000000000000000000000000000000000014,SOL,100.1876,2.0743,BUY,2024-05-30 01:45:00,1.7707,OPEN,0.0,6
0x0000000000000000000000000000000000000017,ETH,2451.2102,0.4681,BUY,2024-05-30 13:57:00,2.2175,CLOSE,-0.14,2
0x0000000000000000000000000000000000000020,BTC,44997.3167,3.4343,SELL,2024-05-31 18:37:00,-1.1167,OPEN,0.0,3
0x0000000000000000000000000000000000000011,BTC,43747.5814,0.1756,BUY,2024-05-31 22:32:00,1.9369,CLOSE,27.46,2
0x0000000000000000000000000000000000000012,BTC,44119.0178,0.7537,SELL,2024-05-31 08:12:00,-0.0194,OPEN,0.0,1
0x000000000000000000000000000000000000001e,DOGE,0.0761,0.8853,SELL,2024-05-31 17:45:00,-2.0334,OPEN,0.0,4
0x0000000000000000000000000000000000000010,BTC,44731.7602,0.5924,SELL,2024-05-31 05:00:00,2.2164,OPEN,0.0,3
0x0000000000000000000000000000000000000014,DOGE,0.0805,1.3072,SELL,2024-05-31 04:38:00,3.2896,OPEN,0.0,7
0x0000000000000000000000000000000000000004,ARB,1.2229,0.7741,BUY,2024-05-31 20:45:00,2.742,OPEN,0.0,3
0x0000000000000000000000000000000000000019,DOGE,0.08,7.5437,BUY,2024-05-31 16:38:00,-0.9389,CLOSE,-1438.48,8
0x000000000000000000000000000000000000000a,SOL,101.8363,0.1603,BUY,2024-05-31 21:19:00,0.1391,CLOSE,-2.06,5
0x0000000000000000000000000000000000000026,ARB,1.1664,1.0153,BUY,2024-05-31 09:24:00,0.0569,CLOSE,32.5,6
